"","lhs","op","rhs","mi","epc","sepc.lv","sepc.all","sepc.nox"
"71","gr_1","~~","gr_1",4.4869375688702e-27,7.9546799028758e-13,0,0,0
"106","needsecurity","=~","Nar_5correct",5.92680950324204,-0.106140238631699,-0.178151437397213,-0.100637739947986,-0.100637739947986
"107","needsecurity","=~","nar_6correct",0.859847326942997,0.0383919279595458,0.0644390594803196,0.0387125007377155,0.0387125007377155
"108","needsecurity","=~","nar_7correct",2.69310611532414,0.0798758717276998,0.134067923203212,0.0751465122938186,0.0751465122938186
"109","needsecurity","=~","nar_8correct",0.12683581450369,0.0162296471542376,0.0272407053747995,0.0155295105343576,0.0155295105343576
"110","needsecurity","=~","nar_1",3.64483235005903,-0.094132177304147,-0.157996466827754,-0.0935371552097554,-0.0935371552097554
"111","needsecurity","=~","nar_2",11.4563044899087,0.186135408268512,0.312419596573709,0.160400489902311,0.160400489902311
"112","needsecurity","=~","nar_3",2.81623106901758,-0.0901820544097527,-0.151366369886161,-0.0791347762088851,-0.0791347762088851
"113","needsecurity","=~","nar_4",0.00190968594688338,0.00232846780804636,0.00390822455540167,0.00219806550393767,0.00219806550393767
"114","needsecurity","=~","security_1",3.41697706119145,-0.0835349817503365,-0.140209568619982,-0.0933611726275646,-0.0933611726275646
"115","needsecurity","=~","security_2",5.73054236202498,0.100831687967351,0.169241282836217,0.120548130971353,0.120548130971353
"116","needsecurity","=~","security_3",0.0274954747713728,-0.00730515616283099,-0.0122613637165008,-0.00818018287747914,-0.00818018287747914
"117","needsecurity","=~","security_freedom_1.security_1",0.414910409453245,-0.0265738018837922,-0.0446028863674752,-0.0152123816607541,-0.0152123816607541
"118","needsecurity","=~","security_freedom_1.security_2",0.568714535990115,-0.0389971724983544,-0.0654549341943356,-0.0233196126329359,-0.0233196126329359
"119","needsecurity","=~","security_freedom_1.security_3",0.0197101197513105,0.00601497494109303,0.0100958547434801,0.00346516237163915,0.00346516237163915
"120","needsecurity","=~","security_freedom_2.security_1",0.35228609030952,-0.0360463691221748,-0.0605021484297674,-0.0199704543240426,-0.0199704543240426
"121","needsecurity","=~","security_freedom_2.security_2",1.85072727700991,0.109388987784535,0.183604311243946,0.0664905964747066,0.0664905964747066
"122","needsecurity","=~","security_freedom_2.security_3",0.629634286455284,-0.0483152797808409,-0.0810949424286928,-0.0274655837750126,-0.0274655837750126
"123","needsecurity","=~","security_freedom_3.security_1",0.679544489346433,0.042000082266278,0.0704951781058463,0.0232643957274114,0.0232643957274114
"124","needsecurity","=~","security_freedom_3.security_2",1.66484304986785,0.0712378807986657,0.119569458529778,0.0420067878614135,0.0420067878614135
"125","needsecurity","=~","security_freedom_3.security_3",0.23329999764578,0.0247014954541347,0.0414603073984478,0.0133860800144595,0.0133860800144595
"126","intMainstream","=~","security_freedom_1",0.347113905681819,0.0233515510588407,0.0334281328457457,0.0184372720756782,0.0184372720756782
"127","intMainstream","=~","security_freedom_2",0.00821485871609676,0.00384536721150795,0.00550470697484127,0.00315473351618475,0.00315473351618475
"128","intMainstream","=~","security_freedom_3",0.953875672537524,-0.0417025993152295,-0.05969796294943,-0.0321058696913917,-0.0321058696913917
"129","intMainstream","=~","nar_1",17.9598803112694,0.317031143398293,0.453835342716755,0.268679849263013,0.268679849263013
"130","intMainstream","=~","nar_2",23.2135742741525,-0.408969192308557,-0.5854461853887,-0.300576071340107,-0.300576071340107
"131","intMainstream","=~","nar_3",0.515485848518144,0.0601369379340418,0.0860870245890773,0.045006545578578,0.045006545578578
"132","intMainstream","=~","nar_4",0.23101158485015,0.0386160174971976,0.0552794698569391,0.031090305596837,0.031090305596837
"133","intMainstream","=~","security_1",2.7784551572464,0.0813888491782026,0.116509488197842,0.0775800292907952,0.0775800292907952
"134","intMainstream","=~","security_2",5.2234688056125,0.112315734518187,0.160781837775184,0.114522589956343,0.114522589956343
"135","intMainstream","=~","security_3",0.168826218509839,-0.02052930591682,-0.0293880420914739,-0.0196062660139338,-0.0196062660139338
"136","intMainstream","=~","security_freedom_1.security_1",1.08230512393465,0.0510108935470587,0.0730229406078658,0.0249054026092688,0.0249054026092688
"137","intMainstream","=~","security_freedom_1.security_2",0.441830903473784,0.0417892277257393,0.0598219729566213,0.0213127589761919,0.0213127589761919
"138","intMainstream","=~","security_freedom_1.security_3",2.45208424348843,0.081586030098696,0.116791755957628,0.0400859965148958,0.0400859965148958
"139","intMainstream","=~","security_freedom_2.security_1",0.00249777005902534,-0.00362882077566236,-0.00519471715846979,-0.0017146640975893,-0.0017146640975893
"140","intMainstream","=~","security_freedom_2.security_2",1.89641114039005,-0.134490389829233,-0.192525224828081,-0.0697212224948132,-0.0697212224948132
"141","intMainstream","=~","security_freedom_2.security_3",0.0348567485239468,-0.0138285178136815,-0.0197957527262625,-0.00670451064652616,-0.00670451064652616
"142","intMainstream","=~","security_freedom_3.security_1",2.93942803512897,-0.106252449898287,-0.152102145225217,-0.0501958373974828,-0.0501958373974828
"143","intMainstream","=~","security_freedom_3.security_2",1.62106103797325,-0.0855210821547434,-0.122424848275694,-0.0430099349258327,-0.0430099349258327
"144","intMainstream","=~","security_freedom_3.security_3",1.75634170070613,-0.0824560774047925,-0.11803724311422,-0.0381100884233266,-0.0381100884233266
"145","intMicronarratives","=~","security_freedom_1",0.268733683610672,-0.0283664332405065,-0.0305663775785519,-0.0168588722075571,-0.0168588722075571
"146","intMicronarratives","=~","security_freedom_2",2.68980010907355,-0.0960452134145776,-0.103493951211688,-0.0593121192648614,-0.0593121192648614
"147","intMicronarratives","=~","security_freedom_3",3.66825270607298,0.112891868766293,0.121647140371928,0.0654224540361616,0.0654224540361616
"148","intMicronarratives","=~","Nar_5correct",1.04322939562558,-0.0934713082544557,-0.100720428142762,-0.0568969658789837,-0.0568969658789837
"149","intMicronarratives","=~","nar_6correct",0.364694897760409,-0.0523506836888358,-0.0564107144018124,-0.0338893807654374,-0.0338893807654374
"150","intMicronarratives","=~","nar_7correct",2.8216319457874,0.169178638351562,0.18229920181487,0.102180662480839,0.102180662480839
"151","intMicronarratives","=~","nar_8correct",0.145667311710342,0.0361472437517509,0.0389506249013434,0.0222051570031959,0.0222051570031959
"152","intMicronarratives","=~","security_1",0.152655022014333,-0.0262358214297464,-0.0282705272497901,-0.0188244611321326,-0.0188244611321326
"153","intMicronarratives","=~","security_2",2.50150097109068,0.106787784085431,0.115069656500596,0.0819624608736061,0.0819624608736061
"154","intMicronarratives","=~","security_3",1.50519153734764,0.084250258421778,0.0907842444686801,0.0605668129025627,0.0605668129025627
"155","intMicronarratives","=~","security_freedom_1.security_1",0.229346751172583,-0.0322544867105848,-0.034755967062869,-0.0118539645975583,-0.0118539645975583
"156","intMicronarratives","=~","security_freedom_1.security_2",2.44412174969518,0.134962442330988,0.145429386071762,0.0518120901102773,0.0518120901102773
"157","intMicronarratives","=~","security_freedom_1.security_3",6.03855248237621,0.175803757995107,0.189438129251065,0.0650201388503963,0.0650201388503963
"158","intMicronarratives","=~","security_freedom_2.security_1",1.54824795594216,-0.124087860055378,-0.133711431085068,-0.0441352595963837,-0.0441352595963837
"159","intMicronarratives","=~","security_freedom_2.security_2",0.123658645088952,0.0471583603996809,0.0508157031143312,0.0184024350379457,0.0184024350379457
"160","intMicronarratives","=~","security_freedom_2.security_3",0.0973656799991677,-0.0317356083292889,-0.0341968473319686,-0.0115819352860799,-0.0115819352860799
"161","intMicronarratives","=~","security_freedom_3.security_1",0.0440168839284926,-0.0178537414325449,-0.0192383792911167,-0.00634893450883354,-0.00634893450883354
"162","intMicronarratives","=~","security_freedom_3.security_2",0.241203140277607,-0.0452976659741764,-0.048810703476694,-0.0171480317091275,-0.0171480317091275
"163","intMicronarratives","=~","security_freedom_3.security_3",4.15807394045839,-0.174210795900294,-0.18772162578919,-0.0606087330493984,-0.0606087330493984
"164","traitneedsecurity","=~","security_freedom_1",0.159969641947558,-0.0207852860391498,-0.024225569473259,-0.0133616022656068,-0.0133616022656068
"165","traitneedsecurity","=~","security_freedom_2",0.0931442622893274,-0.0169931599203657,-0.0198057883565147,-0.0113506467516484,-0.0113506467516484
"166","traitneedsecurity","=~","security_freedom_3",0.688311487354126,0.046486229636938,0.0541804131777817,0.0291385032146768,0.0291385032146768
"167","traitneedsecurity","=~","Nar_5correct",0.0294790665016942,-0.0112009312836981,-0.0130548570978207,-0.00737468825883943,-0.00737468825883943
"168","traitneedsecurity","=~","nar_6correct",7.35684055012196,0.169416443205427,0.197457461352954,0.118624824445618,0.118624824445618
"169","traitneedsecurity","=~","nar_7correct",0.54970012408562,0.0559078540502981,0.065161460845199,0.0365236993420483,0.0365236993420483
"170","traitneedsecurity","=~","nar_8correct",0.00459433101738392,0.00473940155097809,0.00552384515270243,0.00314905984660774,0.00314905984660774
"171","traitneedsecurity","=~","nar_1",0.0157974339854126,-0.00942737154372163,-0.0109877460359451,-0.00650497145287448,-0.00650497145287448
"172","traitneedsecurity","=~","nar_2",0.733724933794612,-0.0698991472924468,-0.081468527575962,-0.0418270552747519,-0.0418270552747519
"173","traitneedsecurity","=~","nar_3",0.653854619912907,-0.0629640189321289,-0.0733855291711095,-0.0383661670177723,-0.0383661670177723
"174","traitneedsecurity","=~","nar_4",5.8455417355086,0.197817710963125,0.23055957425613,0.129671424860814,0.129671424860814
"175","traitneedsecurity","=~","security_freedom_1.security_1",0.0706891951728412,0.0175032896738385,0.0204003524034012,0.00695779964143135,0.00695779964143135
"176","traitneedsecurity","=~","security_freedom_1.security_2",1.06228618932517,-0.0848987331102924,-0.0989507747587,-0.0352531671676704,-0.0352531671676704
"177","traitneedsecurity","=~","security_freedom_1.security_3",1.82974750431843,0.0923148363761045,0.107594356788238,0.0369292076814095,0.0369292076814095
"178","traitneedsecurity","=~","security_freedom_2.security_1",0.0653550761207821,0.0247669008182372,0.0288662025280486,0.00952811088624632,0.00952811088624632
"179","traitneedsecurity","=~","security_freedom_2.security_2",3.27266133569877,-0.231728407044622,-0.270083010318619,-0.0978080543539601,-0.0978080543539601
"180","traitneedsecurity","=~","security_freedom_2.security_3",0.110003604601945,0.0321677377987574,0.0374919914680786,0.0126979488697957,0.0126979488697957
"181","traitneedsecurity","=~","security_freedom_3.security_1",0.497616025848787,0.05725288501104,0.0667291150464337,0.0220215421918545,0.0220215421918545
"182","traitneedsecurity","=~","security_freedom_3.security_2",0.245016022924707,-0.0435305023328728,-0.0507354676998233,-0.0178242341725191,-0.0178242341725191
"183","traitneedsecurity","=~","security_freedom_3.security_3",2.46878104324231,-0.127990984956759,-0.14917545479916,-0.0481635255364678,-0.0481635255364678
"184","ssectsec","=~","security_freedom_1",0.125767194179065,-0.00715872110677246,-0.019335559454455,-0.0106645193748118,-0.0106645193748118
"185","ssectsec","=~","security_freedom_2",0.231222987480402,-0.0104123103968328,-0.0281234376550493,-0.0161174703333368,-0.0161174703333368
"186","ssectsec","=~","security_freedom_3",0.585909125714718,0.0166707240180816,0.0450272849846717,0.0242159040753137,0.0242159040753137
"187","ssectsec","=~","Nar_5correct",0.0912246242917677,-0.00775063294506765,-0.0209343012367441,-0.0118257859416475,-0.0118257859416475
"188","ssectsec","=~","nar_6correct",2.13116636450274,-0.0358744738241812,-0.0968962208722616,-0.0582115110346217,-0.0582115110346217
"189","ssectsec","=~","nar_7correct",1.58858234300883,0.03741632787405,0.101060737160391,0.0566456296629182,0.0566456296629182
"190","ssectsec","=~","nar_8correct",0.110867282783337,0.00916340957522567,0.0247501820513274,0.0141097011844976,0.0141097011844976
"191","ssectsec","=~","nar_1",2.2783756780453,-0.0445499153927204,-0.120328411306869,-0.0712368922580033,-0.0712368922580033
"192","ssectsec","=~","nar_2",0.118185790663854,0.0110324283119896,0.0297983634746825,0.0152988869841861,0.0152988869841861
"193","ssectsec","=~","nar_3",0.00654708458610402,0.0024764448481475,0.00668882694029454,0.00349693808088453,0.00349693808088453
"194","ssectsec","=~","nar_4",0.00879818603782989,0.00302054358148245,0.00815842650292295,0.00458846609458518,0.00458846609458518
"195","ssectsec","=~","security_1",0.00664711881723317,-0.00227886094231748,-0.00615515684734937,-0.00409852670278613,-0.00409852670278613
"196","ssectsec","=~","security_2",3.79827651077433,-0.0508449110026744,-0.137331065840603,-0.0978189424823109,-0.0978189424823109
"197","ssectsec","=~","security_3",3.05459999358016,0.0475617475027077,0.128463308303262,0.0857044435891313,0.0857044435891313
"198","security_freedom_1","~~","security_freedom_2",5.60704349345021,0.552031209281361,0.552031209281361,0.888790512305628,0.888790512305628
"199","security_freedom_1","~~","security_freedom_3",4.24165712628646,-0.576145514855328,-0.576145514855328,-0.966776626271765,-0.966776626271765
"200","security_freedom_1","~~","Nar_5correct",3.19395007196859,-0.10935831656859,-0.10935831656859,-0.153173157812129,-0.153173157812129
"201","security_freedom_1","~~","nar_6correct",7.67044640375145,0.162193319657044,0.162193319657044,0.232526727218708,0.232526727218708
"202","security_freedom_1","~~","nar_7correct",0.578548109639191,-0.0537016575087772,-0.0537016575087772,-0.0592233602716957,-0.0592233602716957
"203","security_freedom_1","~~","nar_8correct",0.42995490151025,0.0429492588466906,0.0429492588466906,0.0525642428350709,0.0525642428350709
"204","security_freedom_1","~~","nar_1",1.04627747427811,-0.07189207890998,-0.07189207890998,-0.0806144465971748,-0.0806144465971748
"205","security_freedom_1","~~","nar_2",0.374043811172587,0.0468325085509685,0.0468325085509685,0.0506283682265021,0.0506283682265021
"206","security_freedom_1","~~","nar_3",0.55721599113708,-0.0546122208272854,-0.0546122208272854,-0.0644389605954513,-0.0644389605954513
"207","security_freedom_1","~~","nar_4",0.000345825337516401,-0.00142495081245382,-0.00142495081245382,-0.00143596099440047,-0.00143596099440047
"208","security_freedom_1","~~","security_1",1.19172985771716,-0.0656026256041622,-0.0656026256041622,-0.101034410634994,-0.101034410634994
"209","security_freedom_1","~~","security_2",5.33612682066499,0.139085348496935,0.139085348496935,0.183379417271913,0.183379417271913
"210","security_freedom_1","~~","security_3",1.1548468225872,-0.0658988823905496,-0.0658988823905496,-0.0905510979070469,-0.0905510979070469
"211","security_freedom_1","~~","security_freedom_1.security_1",0.0126761153131554,0.00676096701095043,0.00676096701095043,0.00864449598988135,0.00864449598988135
"212","security_freedom_1","~~","security_freedom_1.security_2",36.6195639418531,-0.465285824918617,-0.465285824918617,-0.292115846571174,-0.292115846571174
"213","security_freedom_1","~~","security_freedom_1.security_3",0.183334675438047,-0.0272829034738203,-0.0272829034738203,-0.0170345447870896,-0.0170345447870896
"214","security_freedom_1","~~","security_freedom_2.security_1",0.884378680328045,0.0835954615511189,0.0835954615511189,0.0806737665061859,0.0806737665061859
"215","security_freedom_1","~~","security_freedom_2.security_2",2.51554972993608,0.189450184203445,0.189450184203445,0.118093199195182,0.118093199195182
"216","security_freedom_1","~~","security_freedom_2.security_3",6.50561435053333,-0.231040560753789,-0.231040560753789,-0.135466018566015,-0.135466018566015
"217","security_freedom_1","~~","security_freedom_3.security_1",0.14592535561297,-0.0289525475629511,-0.0289525475629511,-0.0239782547311521,-0.0239782547311521
"218","security_freedom_1","~~","security_freedom_3.security_2",22.437295693653,0.389105218395212,0.389105218395212,0.226950255281203,0.226950255281203
"219","security_freedom_1","~~","security_freedom_3.security_3",6.81613948615567,0.198653172148484,0.198653172148484,0.109635408917201,0.109635408917201
"220","security_freedom_1","~~","institution_trust_5",0.030977486803859,0.0146730377027448,0.0146730377027448,0.0137974727664933,0.0137974727664933
"221","security_freedom_2","~~","security_freedom_3",0.217733249619002,-0.0975936683838456,-0.0975936683838456,-0.123930301919868,-0.123930301919868
"222","security_freedom_2","~~","Nar_5correct",0.0211733524890734,0.00976933158396436,0.00976933158396436,0.0103551789508185,0.0103551789508185
"223","security_freedom_2","~~","nar_6correct",1.56993584466511,-0.0805425223711585,-0.0805425223711585,-0.0873830202142221,-0.0873830202142221
"224","security_freedom_2","~~","nar_7correct",3.8878459394672,0.153017651907424,0.153017651907424,0.127705263192774,0.127705263192774
"225","security_freedom_2","~~","nar_8correct",0.348895822391241,0.0425046529758981,0.0425046529758981,0.0393670727102451,0.0393670727102451
"226","security_freedom_2","~~","nar_1",0.407254136204075,0.0492580049703439,0.0492580049703439,0.0417994494204477,0.0417994494204477
"227","security_freedom_2","~~","nar_2",0.864540427645172,-0.0780849192803009,-0.0780849192803009,-0.063881570296854,-0.063881570296854
"228","security_freedom_2","~~","nar_3",1.51772481261977,-0.0987260688537168,-0.0987260688537168,-0.0881561147829121,-0.0881561147829121
"229","security_freedom_2","~~","nar_4",0.368818861493608,-0.0511325204722382,-0.0511325204722382,-0.0389943673963286,-0.0389943673963286
"230","security_freedom_2","~~","security_1",1.04741340386151,0.0673098856089724,0.0673098856089724,0.0784492601124781,0.0784492601124781
"231","security_freedom_2","~~","security_2",1.08199626358661,-0.0687998809087127,-0.0687998809087127,-0.0686465633760723,-0.0686465633760723
"232","security_freedom_2","~~","security_3",0.426136060064818,-0.0439110246571626,-0.0439110246571626,-0.0456616027037719,-0.0456616027037719
"233","security_freedom_2","~~","security_freedom_1.security_1",0.517763272253626,0.0474871675084784,0.0474871675084784,0.0459482562579298,0.0459482562579298
"234","security_freedom_2","~~","security_freedom_1.security_2",11.3628554652899,0.285172635527079,0.285172635527079,0.135489316837671,0.135489316837671
"235","security_freedom_2","~~","security_freedom_1.security_3",10.4235935690508,-0.22635160711178,-0.22635160711178,-0.106951144588799,-0.106951144588799
"236","security_freedom_2","~~","security_freedom_2.security_1",1.22511507686751,-0.108162380400635,-0.108162380400635,-0.0789928492131916,-0.0789928492131916
"237","security_freedom_2","~~","security_freedom_2.security_2",1.92872915326605,-0.18251251022062,-0.18251251022062,-0.086096283118526,-0.086096283118526
"238","security_freedom_2","~~","security_freedom_2.security_3",5.62771105769046,0.236441400154483,0.236441400154483,0.104912580113345,0.104912580113345
"239","security_freedom_2","~~","security_freedom_3.security_1",0.282150003648386,-0.0442969036077264,-0.0442969036077264,-0.0277629789622334,-0.0277629789622334
"240","security_freedom_2","~~","security_freedom_3.security_2",2.54863115143713,-0.144295192294026,-0.144295192294026,-0.0636909006131919,-0.0636909006131919
"241","security_freedom_2","~~","security_freedom_3.security_3",1.8856944003714,0.114968444253582,0.114968444253582,0.048017096920523,0.048017096920523
"242","security_freedom_2","~~","institution_trust_5",0.1427206092452,0.0337007721450118,0.0337007721450118,0.0239817721220033,0.0239817721220033
"243","security_freedom_3","~~","Nar_5correct",0.1788930847312,0.0284367637194697,0.0284367637194697,0.0314145689939257,0.0314145689939257
"244","security_freedom_3","~~","nar_6correct",2.36455733857517,-0.0989771090238313,-0.0989771090238313,-0.111916666852727,-0.111916666852727
"245","security_freedom_3","~~","nar_7correct",3.84776285644076e-05,-0.000481879757626574,-0.000481879757626574,-0.00041914484039256,-0.00041914484039256
"246","security_freedom_3","~~","nar_8correct",1.24456055870695,-0.0803695471832937,-0.0803695471832937,-0.0775793876090156,-0.0775793876090156
"247","security_freedom_3","~~","nar_1",0.0208290633888393,0.0111535725280402,0.0111535725280402,0.00986429193655166,0.00986429193655166
"248","security_freedom_3","~~","nar_2",2.35121408489843,0.128969429939437,0.128969429939437,0.109964720759614,0.109964720759614
"249","security_freedom_3","~~","nar_3",1.06684518785169,0.0829218464697742,0.0829218464697742,0.0771698648527884,0.0771698648527884
"250","security_freedom_3","~~","nar_4",0.332223778174148,0.0485836312108363,0.0485836312108363,0.0386147144663847,0.0386147144663847
"251","security_freedom_3","~~","security_1",0.104419995763927,-0.0212938982917416,-0.0212938982917416,-0.0258656473932768,-0.0258656473932768
"252","security_freedom_3","~~","security_2",0.0252039480958664,-0.010512643543847,-0.010512643543847,-0.0109320404675965,-0.0109320404675965
"253","security_freedom_3","~~","security_3",1.84787474804819,0.0915733714506956,0.0915733714506956,0.0992441602892149,0.0992441602892149
"254","security_freedom_3","~~","security_freedom_1.security_1",1.80236123917761,-0.0886928523889974,-0.0886928523889974,-0.0894416019264089,-0.0894416019264089
"255","security_freedom_3","~~","security_freedom_1.security_2",10.9242743692048,0.279844402404038,0.279844402404038,0.138570889913302,0.138570889913302
"256","security_freedom_3","~~","security_freedom_1.security_3",10.814903764804,0.230749759667113,0.230749759667113,0.113632167240713,0.113632167240713
"257","security_freedom_3","~~","security_freedom_2.security_1",0.04601943323481,-0.020984070142295,-0.020984070142295,-0.0159720054463529,-0.0159720054463529
"258","security_freedom_3","~~","security_freedom_2.security_2",0.0596679039474712,0.0321283260490871,0.0321283260490871,0.0157956696055642,0.0157956696055642
"259","security_freedom_3","~~","security_freedom_2.security_3",0.00277333713762545,0.00525306345191909,0.00525306345191909,0.00242926487119702,0.00242926487119702
"260","security_freedom_3","~~","security_freedom_3.security_1",2.19302689262912,0.123597397724882,0.123597397724882,0.0807346932185522,0.0807346932185522
"261","security_freedom_3","~~","security_freedom_3.security_2",10.0205838063824,-0.286350512683792,-0.286350512683792,-0.131729083974835,-0.131729083974835
"262","security_freedom_3","~~","security_freedom_3.security_3",12.6338448799598,-0.297826831967202,-0.297826831967202,-0.129640066383171,-0.129640066383171
"263","security_freedom_3","~~","institution_trust_5",0.188764358056643,-0.0390126836932538,-0.0390126836932538,-0.0289337966671347,-0.0289337966671347
"264","Nar_5correct","~~","nar_6correct",1.7385794851595,0.151585347492437,0.151585347492437,0.143071825834947,0.143071825834947
"265","Nar_5correct","~~","nar_7correct",0.144240658342118,0.0427446469248125,0.0427446469248125,0.0310344510909506,0.0310344510909506
"266","Nar_5correct","~~","nar_8correct",3.60327185173287,-0.216843352054031,-0.216843352054031,-0.17471807289322,-0.17471807289322
"267","Nar_5correct","~~","nar_1",0.425242670095564,0.0609098628317112,0.0609098628317112,0.044965190293508,0.044965190293508
"268","Nar_5correct","~~","nar_2",8.84084664908139,-0.304106008092003,-0.304106008092003,-0.216435496628982,-0.216435496628982
"269","Nar_5correct","~~","nar_3",3.84018020680201,0.192176438449878,0.192176438449878,0.149284875059036,0.149284875059036
"270","Nar_5correct","~~","nar_4",1.50514679316246e-05,0.000394299885191075,0.000394299885191075,0.000261593169601354,0.000261593169601354
"271","Nar_5correct","~~","security_1",0.300602387142293,0.0431148714396646,0.0431148714396646,0.0437151694372708,0.0437151694372708
"272","Nar_5correct","~~","security_2",0.03046789799987,-0.0138279134807339,-0.0138279134807339,-0.0120028074294308,-0.0120028074294308
"273","Nar_5correct","~~","security_3",0.083323179396416,-0.0232409667766516,-0.0232409667766516,-0.0210245563621756,-0.0210245563621756
"274","Nar_5correct","~~","security_freedom_1.security_1",0.785367959064893,0.0700649733337494,0.0700649733337494,0.058977831577605,0.058977831577605
"275","Nar_5correct","~~","security_freedom_1.security_2",0.733878179933903,0.086868148872987,0.086868148872987,0.0359048272670491,0.0359048272670491
"276","Nar_5correct","~~","security_freedom_1.security_3",0.508814732498151,0.0599434535877167,0.0599434535877167,0.0246398855546245,0.0246398855546245
"277","Nar_5correct","~~","security_freedom_2.security_1",0.304766744714909,-0.0646374487729021,-0.0646374487729021,-0.0410667959190491,-0.0410667959190491
"278","Nar_5correct","~~","security_freedom_2.security_2",0.00031697376770461,0.00280441899923349,0.00280441899923349,0.00115087918751422,0.00115087918751422
"279","Nar_5correct","~~","security_freedom_2.security_3",0.620320640395508,0.0940927168708627,0.0940927168708627,0.0363207765336369,0.0363207765336369
"280","Nar_5correct","~~","security_freedom_3.security_1",0.400390320052971,-0.0632506002359174,-0.0632506002359174,-0.0344867617416326,-0.0344867617416326
"281","Nar_5correct","~~","security_freedom_3.security_2",2.37938750828894,-0.167117757460917,-0.167117757460917,-0.0641716489626976,-0.0641716489626976
"282","Nar_5correct","~~","security_freedom_3.security_3",2.4536675209301,-0.157196391494064,-0.157196391494064,-0.0571156190624362,-0.0571156190624362
"283","Nar_5correct","~~","institution_trust_5",0.0396864002715836,0.0228675130696372,0.0228675130696372,0.0141564848199719,0.0141564848199719
"284","nar_6correct","~~","nar_7correct",2.2810941548143,-0.159042790091899,-0.159042790091899,-0.118191266620212,-0.118191266620212
"285","nar_6correct","~~","nar_8correct",1.15307023519299,0.113891933588088,0.113891933588088,0.0939277137592429,0.0939277137592429
"286","nar_6correct","~~","nar_1",0.234126277910904,0.0432212163175322,0.0432212163175322,0.0326583970965694,0.0326583970965694
"287","nar_6correct","~~","nar_2",0.701228345014199,-0.0818291108789418,-0.0818291108789418,-0.0596101737336749,-0.0596101737336749
"288","nar_6correct","~~","nar_3",1.92107895896909,-0.129776707248388,-0.129776707248388,-0.103186168370203,-0.103186168370203
"289","nar_6correct","~~","nar_4",1.32781108039852,0.112037460888597,0.112037460888597,0.0760802750269678,0.0760802750269678
"290","nar_6correct","~~","security_1",0.163029499686786,0.0304061485749246,0.0304061485749246,0.0315555352033497,0.0315555352033497
"291","nar_6correct","~~","security_2",5.38437350434998,0.176035607932677,0.176035607932677,0.156399649677576,0.156399649677576
"292","nar_6correct","~~","security_3",0.0323499598693331,0.013867738353049,0.013867738353049,0.0128406602874753,0.0128406602874753
"293","nar_6correct","~~","security_freedom_1.security_1",4.06620345800069,-0.152670974353548,-0.152670974353548,-0.131538651054766,-0.131538651054766
"294","nar_6correct","~~","security_freedom_1.security_2",0.000592976073108268,0.00236463837595807,0.00236463837595807,0.00100038247480846,0.00100038247480846
"295","nar_6correct","~~","security_freedom_1.security_3",0.481248324690077,-0.0558269763753053,-0.0558269763753053,-0.0234882196184997,-0.0234882196184997
"296","nar_6correct","~~","security_freedom_2.security_1",6.27724954960662,0.280920008474532,0.280920008474532,0.182683091687918,0.182683091687918
"297","nar_6correct","~~","security_freedom_2.security_2",0.00939057117562127,0.0146175575582527,0.0146175575582527,0.00614003313606625,0.00614003313606625
"298","nar_6correct","~~","security_freedom_2.security_3",0.492371846874436,-0.0802771727284216,-0.0802771727284216,-0.0317175951782654,-0.0317175951782654
"299","nar_6correct","~~","security_freedom_3.security_1",0.180196051259969,-0.0406343269935674,-0.0406343269935674,-0.0226772246922531,-0.0226772246922531
"300","nar_6correct","~~","security_freedom_3.security_2",0.00253309117825008,-0.00522171292262502,-0.00522171292262502,-0.00205230856769549,-0.00205230856769549
"301","nar_6correct","~~","security_freedom_3.security_3",2.7251170279442,0.158644442856781,0.158644442856781,0.058999216787843,0.058999216787843
"302","nar_6correct","~~","institution_trust_5",0.204172502701693,-0.0491088363445273,-0.0491088363445273,-0.0311175360760831,-0.0311175360760831
